CODE,DESCRIPTION,NON-FACILITY GLOBAL FEE,FACILITY GLOBAL FEE,PROFESSIONAL COMPONENT FEE,BR,PA,FU DAYS,CHANGE
33030,"PERICARDIECTOMY, SUBTOTAL OR COMPLETE; W",747.83,623.19,NA,NA,0,90,NA
33031,"PERICARDIECTOMY, SUBTOTAL OR COMPLETE; W",828.25,690.21,NA,NA,0,90,NA
33050,RESECTION OF PERICARDIAL CYST OR TUMOR,800,800,NA,NA,0,90,NA
33120,"EXCISION OF INTRACARDIAC TUMOR, RESECTIO",913.57,800,NA,NA,0,90,NA
33130,RESECTION OF EXTERNAL CARDIAC TUMOR,NA,NA,NA,BR,0,90,NA
33140,"TRANSMYOCARDIAL LASER REVASCULARIZATION,",901.88,751.57,NA,NA,0,90,NA
33141,"TRANSMYOCARDIAL LASER REVASCULARIZATION,",188,188,NA,NA,0,0,NA
33202,INSERTION OF EPICARDIAL ELECTRODE(S); OP,456.38,401,NA,NA,0,90,NA
33203,INSERTION OF EPICARDIAL ELECTRODE(S); EN,466.19,411,NA,NA,0,90,NA
33206,INSERTION OF NEW OR REPLACEMENT OF PERMA,278.8,232.34,NA,NA,0,90,NA
33207,INSERTION OF NEW OR REPLACEMENT OF PERMA,297.97,248.31,NA,NA,0,90,NA
33208,INSERTION OF NEW OR REPLACEMENT OF PERMA,318.77,265.64,NA,NA,0,90,NA
33210,INSERTION OR REPLACEMENT OF TEMPORARY TR,125,125,NA,NA,0,0,NA
33211,INSERTION OR REPLACEMENT OF TEMPORARY TR,109.69,91.41,NA,NA,0,0,NA
33212,INSERTION OF PACEMAKER PULSE GENERATOR O,208.93,174.11,NA,NA,0,90,NA
33213,INSERTION OF PACEMAKER PULSE GENERATOR O,237.58,197.99,NA,NA,0,90,NA
33214,"UPGRADE OF IMPLANTED PACEMAKER SYSTEM, C",298.01,248.35,NA,NA,0,90,NA
33215,REPOSITIONING OF PREVIOUSLY IMPLANTED TR,190.14,158.45,NA,NA,0,90,NA
33216,INSERTION OF A TRANSVENOUS ELECTRODE; SI,234.28,195.24,NA,NA,0,90,NA
33217,INSERTION OF 2 TRANSVENOUS ELECTRODE; PE,233.27,194.4,NA,NA,0,90,NA
33218,"REPAIR OF SINGLE TRANSVENOUS ELECTRODE,",242.42,202.02,NA,NA,0,90,NA
33220,REPAIR OF 2 TRANSVENOUS ELECTRODES FOR P,243.31,202.76,NA,NA,0,90,NA
33221,INSERTION OF PACEMAKER PULSE GENERATOR O,161.51,134.6,NA,NA,0,90,NA
33222,REVISION OR RELOCATION OF SKIN POCKET FO,217.45,181.21,NA,NA,0,90,NA
33223,REVISION OF SKIN POCKET FOR CARDIOVERTER,259.31,216.1,NA,NA,0,90,NA
33224,"INSERTION OF PACING ELECTRODE, CARDIAC V",306.1,255.09,NA,NA,0,0,NA
33225,"INSERTION OF PACING ELECTRODE, CARDIAC V",273.72,228.1,NA,NA,0,0,NA
33226,REPOSITIONING OF PREVIOUSLY IMPLANTED CA,295.63,246.36,NA,NA,0,0,NA
33227,REMOVAL OF PERMANENT PACEMAKER PULSE GEN,154.18,128.48,NA,NA,0,90,NA
33228,REMOVAL OF PERMANENT PACEMAKER PULSE GEN,160.75,133.96,NA,NA,0,90,NA
33229,REMOVAL OF PERMANENT PACEMAKER PULSE GEN,167.33,139.44,NA,NA,0,90,NA
33230,INSERTION OF PACING CARDIOVERTER-DEFIBRI,173.74,144.79,NA,NA,0,90,NA
33231,INSERTION OF PACING CARDIOVERTER-DEFIBRI,180.32,150.27,NA,NA,0,90,NA
33233,REMOVAL OF PERMANENT PACEMAKER PULSE GEN,153.32,127.77,NA,NA,0,90,NA
33234,REMOVAL OF TRANSVENOUS PACEMAKER ELECTRO,300.68,250.57,NA,NA,0,90,NA
33235,REMOVAL OF TRANSVENOUS PACEMAKER ELECTRO,391.94,326.62,NA,NA,0,90,NA
33236,REMOVAL OF PERMANENT EPICARDIAL PACEMAKE,465.94,388.28,NA,NA,0,90,NA
33237,REMOVAL OF PERMANENT EPICARDIAL PACEMAKE,510.77,425.64,NA,NA,0,90,NA
33238,REMOVAL OF PERMANENT TRANSVENOUS ELECTRO,557.59,464.66,NA,NA,0,90,NA
33240,INSERTION OF IMPLANTABLE DEFIBRILLATOR,285.55,237.96,NA,NA,0,90,NA
33241,REMOVAL OF IMPLANTABLE DEFIBRILLATOR,143.89,119.91,NA,NA,0,90,NA
33243,REMOVAL OF SINGLE OR DUAL CHAMBER IMPLANT,800.63,667.2,NA,NA,0,90,NA
33244,REMOVAL OF SINGLE OR DUAL CHAMBER IMPLANT,530.4,442,NA,NA,0,90,NA
33249,INSERTION OR REPLACEMENT OF PERMANENT,551.77,459.81,NA,NA,0,90,NA
33250,OPERATIVE ABLATION OF SUPRAVENTRICULAR A,867.41,722.85,NA,NA,0,90,NA
33251,OPERATIVE ABLATION OF SUPRAVENTRICULAR A,947.12,789.27,NA,NA,0,90,NA
33254,OPERATIVE TISSUE ABLATION AND RECONSTRUC,796.76,663.97,NA,NA,0,90,NA
33255,OPERATIVE TISSUE ABLATION AND RECONSTRUC,958.31,798.59,NA,NA,0,90,NA
33256,OPERATIVE TISSUE ABLATION AND RECONSTRUC,1143.64,953.03,NA,NA,0,90,NA
33257,OPERATIVE TISSUE ABLATION AND RECONSTRUC,351.12,292.6,NA,NA,0,0,NA
33258,OPERATIVE TISSUE ABLATION AND RECONSTRUC,396.45,330.38,NA,NA,0,0,NA
33259,OPERATIVE TISSUE ABLATION AND RECONSTRUC,520.45,433.71,NA,NA,0,0,NA
33261,OPERATIVE ABLATION OF VENTRICULAR ARRHYT,954.07,795.06,NA,NA,0,90,NA
33262,REMOVAL OF IMPLANTABLE DEFIBRILLATOR,164.47,139.56,NA,NA,0,90,NA
33263,REMOVAL OF IMPLANTABLE DEFIBRILLATOR,174.05,145.04,NA,NA,0,90,NA
33264,REMOVAL OF IMPLANTABLE DEFIBRILLATOR,180.61,150.52,NA,NA,0,90,NA
33265,"ENDOSCOPY, SURGICAL; OPERATIVE TISSUE AB",796.76,663.97,NA,NA,0,90,NA
33266,"ENDOSCOPY, SURGICAL; OPERATIVE TISSUE AB",1088.72,907.27,NA,NA,0,90,NA
33270,INSERTION OR REPLACEMENT OF PERMANENT,398.87,332.39,NA,NA,0,90,NA
33271,INSERTION OF SUBCUTANEOUS IMPLANTABLE,335.37,278.48,NA,NA,0,90,NA
33272,REMOVAL OF SUBCUTANEOUS IMPLANTABLE,246.86,205.72,NA,NA,0,90,NA
33273,REPOSITIONING OF PREVIOSULY IMPLANTED SUB,271.91,226.59,NA,NA,0,90,NA
33285,"INSERTION, SUBCUTANEOUS CARDIAC RHYTHM",1549.94,50.03,NA,NA,0,0,NA
33286,"REMOVAL, SUBCUTANEOUS CARDIAC RHYTHM",88.01,49.05,NA,NA,0,0,NA
33300,REPAIR OF CARDIAC WOUND; WITHOUT BYPASS,1274.78,1062.32,NA,NA,0,90,NA
33305,REPAIR OF CARDIAC WOUND; WITH CARDIOPULM,2078.43,1732.03,NA,NA,0,90,NA
33310,"CARDIOTOMY, EXPLORATORY (INCLUDES REMOVA",691.64,576.37,NA,NA,0,90,NA
33315,"CARDIOTOMY, EXPLORATORY (INCLUDES REMOVA",866.63,722.19,NA,NA,0,90,NA
33320,SUTURE REPAIR OF AORTA OR GREAT VESSELS;,623.11,519.26,NA,NA,0,90,NA
33321,SUTURE REPAIR OF AORTA OR GREAT VESSELS;,711.5,592.92,NA,NA,0,90,NA
33322,SUTURE REPAIR OF AORTA OR GREAT VESSELS;,805.27,671.06,NA,NA,0,90,NA
33330,"INSERTION OF GRAFT, AORTA OR GREAT VESSE",820.25,800,NA,NA,0,90,NA
33335,"INSERTION OF GRAFT, AORTA OR GREAT VESSE",1103.73,919.78,NA,NA,0,90,NA
33361,TRANSCATHETER AORTIC VALVE REPLACEMENT,838.33,698.61,NA,NA,0,0,NA
33362,TRANSCATHETER AORTIC VALVE REPLACEMENT,917.17,764.31,NA,NA,0,0,NA
33363,TRANSCATHETER AORTIC VALVE REPLACEMENT,949.64,791.37,NA,NA,0,0,NA
33364,TRANSCATHETER AORTIC VALVE REPLACEMENT,1010.71,842.26,NA,NA,0,0,NA
33365,TRANSCATHETER AORTIC VALVE REPLACEMENT,1108.34,923.62,NA,NA,0,0,NA
33366,TRANSCATHETER AORTIC VALVE REPLACEMENT,1166.79,1060.72,NA,NA,0,0,NA
33367,TRANSCATHETER AORTIC VALVE REPLACEMENT,388.95,324.13,NA,NA,0,0,NA
33368,TRANSCATHETER AORTIC VALVE REPLACEMENT,471.38,392.82,NA,NA,0,0,NA
33369,TRANSCATHETER AORTIC VALVE REPLACEMENT,622.33,518.61,NA,NA,0,0,NA
33390,"VALVULOPLASTY, AORTIC VALVE, OPEN WITH",1285.15,1070.96,NA,NA,0,90,NA
33391,"VALVULOPLASTY, AORTIC VALVE, OPEN WITH",1522.77,1268.98,NA,NA,0,90,NA
33404,CONSTRUCTION OF APICAL-AORTIC CONDUIT,1061.81,884.84,NA,NA,0,90,NA
33405,"REPLACEMENT, AORTIC VALVE, OPEN WITH CARD",1371.45,1142.88,NA,NA,0,90,NA
33406,"REPLACEMENT, AORTIC VALVE, OPEN WITH CARD",1656.55,1380.46,NA,NA,0,90,NA
33410,"REPLACEMENT, AORTIC VALVE, OPEN WITH CARD",NA,NA,NA,BR,0,90,NA
33411,"REPLACEMENT, AORTIC VALVE; WITH AORTIC A",1877.42,1564.52,NA,NA,0,90,NA
33412,"REPLACEMENT, AORTIC VALVE; WITH TRANSVEN",1487.48,1239.57,NA,NA,0,90,NA
33413,"REPLACEMENT, AORTIC VALVE; BY TRANSLOCAT",1911.91,1593.26,NA,NA,0,90,NA
33414,REPAIR OF LEFT VENTRICULAR OUTFLOW TRACT,1254.15,1045.13,NA,NA,0,90,NA
33415,RESECTION OR INCISION OF SUBVALVULAR TIS,1161.75,968.13,NA,NA,0,90,NA
33416,VENTRICULOMYOTOMY (-MYECTOMY) FOR IDIOPA,1175.33,979.44,NA,NA,0,90,NA
33417,AORTOPLASTY (GUSSET) FOR SUPRAVALVULAR S,998.98,832.48,NA,NA,0,90,NA
33418,"TRANSCATHETER MITRAL VALVE REPAIR, PERCUT",1262.08,1051.74,NA,BR,0,90,NA
33419,"TRANSCATHETER MITRAL VALVE REPAIR, PERCUT",296.71,247.26,NA,BR,0,0,NA
33420,"VALVOTOMY, MITRAL VALVE; CLOSED HEART",799.36,666.13,NA,NA,0,90,NA
33422,"VALVOTOMY, MITRAL VALVE; OPEN HEART, WIT",1000.5,833.75,NA,NA,0,90,NA
33425,"VALVULOPLASTY, MITRAL VALVE, WITH CARDIO",1485.77,1238.14,NA,NA,0,90,NA
33426,"VALVULOPLASTY, MITRAL VALVE, WITH CARDIO",1398.4,1165.33,NA,NA,0,90,NA
33427,"VALVULOPLASTY, MITRAL VALVE, WITH CARDIO",1480.55,1233.79,NA,NA,0,90,NA
33430,"REPLACEMENT, MITRAL VALVE, WITH CARDIOPU",1591.42,1326.18,NA,NA,0,90,NA
33440,"REPLACEMENT, AORTIC VALVE BY TRANSLOCATION",2269,1890.84,NA,NA,0,90,NA
33460,"VALVECTOMY, TRICUSPID VALVE, WITH CARDIO",1308.13,1090.11,NA,NA,0,90,NA
33463,"VALVULOPLASTY, TRICUSPID VALVE; WITHOUT",1650.93,1375.78,NA,NA,0,90,NA
33464,"VALVULOPLASTY, TRICUSPID VALVE; WITH RIN",1362.65,1135.55,NA,NA,0,90,NA
33465,"REPLACEMENT, TRICUSPID VALVE, WITH CARDI",1507.74,1256.45,NA,NA,0,90,NA
33468,TRICUSPID VALVE REPOSITIONING AND PLICAT,1116.74,930.62,NA,NA,0,90,NA
33470,"VALVOTOMY, PULMONARY VALVE, CLOSED HEART",687.22,600,NA,NA,0,90,NA
33471,"VALVOTOMY, PULMONARY VALVE, CLOSED HEART",804.77,800,NA,NA,0,90,NA
33474,"VALVOTOMY, PULMONARY VALVE, OPEN HEART;",1167,972.5,NA,NA,0,90,NA
33475,"REPLACEMENT, PULMONARY VALVE",1347.8,1123.17,NA,NA,0,90,NA
33476,RIGHT VENTRICULAR RESECTION FOR INFUNDIB,868.26,800,NA,NA,0,90,NA
33477,TRANSCATHETER PULMONARY VALVE IMPLANTATION,867.13,722.61,NA,NA,0,0,NA
33478,"OUTFLOW TRACT AUGMENTATION (GUSSET), WIT",942.39,800,NA,NA,0,90,NA
33496,REPAIR OF NON-STRUCTURAL PROSTHETIC VALV,992.58,827.15,NA,NA,0,90,NA
33500,REPAIR OF CORONARY ARTERIOVENOUS OR ARTE,931.54,875,NA,NA,0,90,NA
33501,REPAIR OF CORONARY ARTERIOVENOUS OR ARTE,NA,NA,NA,BR,0,90,NA
33502,REPAIR OF ANOMALOUS CORONARY ARTERY FROM,NA,NA,NA,BR,0,90,NA
33503,REPAIR OF ANOMALOUS CORONARY ARTERY; BY,800,800,NA,NA,0,90,NA
33504,REPAIR OF ANOMALOUS CORONARY ARTERY; BY,867.41,800,NA,NA,0,90,NA
33505,REPAIR OF ANOMALOUS CORONARY ARTERY; WIT,1177.02,980.85,NA,NA,0,90,NA
33506,REPAIR OF ANOMALOUS CORONARY ARTERY; BY,1211.78,1009.82,NA,NA,0,90,NA
33507,"REPAIR OF ANOMALOUS (EG, INTRAMURAL) AOR",1035.43,862.86,NA,NA,0,90,NA
33508,"ENDOSCOPY, SURGICAL, INCLUDING VIDEO-ASS",9.62,8.02,NA,NA,0,0,NA
33510,"CORONARY ARTERY BYPASS, VEIN ONLY; SINGL",1170.75,975.63,NA,NA,0,90,NA
33511,"CORONARY ARTERY BYPASS, VEIN ONLY; TWO C",1269.16,1130,NA,NA,0,90,NA
33512,"CORONARY ARTERY BYPASS, VEIN ONLY; THREE",1413.03,1200,NA,NA,0,90,NA
33513,"CORONARY ARTERY BYPASS, VEIN ONLY; FOUR",1453.88,1252,NA,NA,0,90,NA
33514,"CORONARY ARTERY BYPASS, VEIN ONLY; FIVE",1521.82,1296,NA,NA,0,90,NA
33516,"CORONARY ARTERY BYPASS, VEIN ONLY; SIX O",1580.93,1335,NA,NA,0,90,NA
33517,"CORONARY ARTERY BYPASS, USING VENOUS GRA",106.07,97,NA,NA,0,0,NA
33518,"CORONARY ARTERY BYPASS, USING VENOUS GRA",226.63,188.86,NA,NA,0,0,NA
33519,"CORONARY ARTERY BYPASS, USING VENOUS GRA",304.66,253.89,NA,NA,0,0,NA
33521,"CORONARY ARTERY BYPASS, USING VENOUS GRA",371.93,309.94,NA,NA,0,0,NA
33522,"CORONARY ARTERY BYPASS, USING VENOUS GRA",427.42,356.18,NA,NA,0,0,NA
33523,"CORONARY ARTERY BYPASS, USING VENOUS GRA",490.66,408.88,NA,NA,0,0,NA
33530,"REOPERATION, CORONARY ARTERY BYPASS PROC",363,363,NA,NA,0,0,NA
33533,"CORONARY ARTERY BYPASS, USING ARTERIAL G",1146.16,1072,NA,NA,0,90,NA
33534,"CORONARY ARTERY BYPASS, USING ARTERIAL G",1316.77,1269,NA,NA,0,90,NA
33535,"CORONARY ARTERY BYPASS, USING ARTERIAL G",1447.7,1376,NA,NA,0,90,NA
33536,"CORONARY ARTERY BYPASS, USING ARTERIAL G",1546.76,1482,NA,NA,0,90,NA
33542,"MYOCARDIAL RESECTION (EG, VENTRICULAR AN",1447.45,1206.21,NA,NA,0,90,NA
33545,REPAIR OF POSTINFARCTION VENTRICULAR SEP,1719.2,1432.67,NA,NA,0,90,NA
33548,SURGICAL VENTRICULAR RESTORATION PROCEDU,1701.11,1417.59,NA,NA,0,90,NA
33572,"CORONARY ENDARTERECTOMY, OPEN, ANY METHO",139.17,115.98,NA,NA,0,0,NA
33600,CLOSURE OF ATRIOVENTRICULAR VALVE (MITRA,1018.22,900,NA,NA,0,90,NA
33602,CLOSURE OF SEMILUNAR VALVE (AORTIC OR PU,972,900,NA,NA,0,90,NA
33606,ANASTOMOSIS OF PULMONARY ARTERY TO AORTA,1054.11,900,NA,NA,0,90,NA
33608,REPAIR OF COMPLEX CARDIAC ANOMALY OTHER,1085.69,904.74,NA,NA,0,90,NA
33610,"REPAIR OF COMPLEX CARDIAC ANOMALIES (EG,",1074.13,900,NA,NA,0,90,NA
33611,REPAIR OF DOUBLE OUTLET RIGHT VENTRICLE,1148.65,1000,NA,NA,0,90,NA
33612,REPAIR OF DOUBLE OUTLET RIGHT VENTRICLE,1226.36,1021.97,NA,NA,0,90,NA
33615,"REPAIR OF COMPLEX CARDIAC ANOMALIES (EG,",1158.5,1000,NA,NA,0,90,NA
33617,"REPAIR OF COMPLEX CARDIAC ANOMALIES (EG,",1290.86,1075.72,NA,NA,0,90,NA
33619,REPAIR OF SINGLE VENTRICLE WITH AORTIC O,1614.35,1345.3,NA,NA,0,90,NA
33620,APPLICATION OF RIGHT AND LEFT PULMONARY,794.81,662.34,NA,NA,0,90,NA
33621,TRANSTHORACIC INSERTION OF CATHETER FOR,427.28,356.07,NA,NA,0,90,NA
33622,RECONSTRUCTION OF COMPLEX CARDIAC ANOMAL,1674.73,1395.61,NA,NA,0,90,NA
33641,"REPAIR ATRIAL SEPTAL DEFECT, SECUNDUM, W",926.59,800,NA,NA,0,90,NA
33645,"DIRECT OR PATCH CLOSURE, SINUS VENOSUS,",932.49,800,NA,NA,0,90,NA
33647,REPAIR OF ATRIAL SEPTAL DEFECT AND VENTR,999.92,833.27,NA,NA,0,90,NA
33660,REPAIR OF INCOMPLETE OR PARTIAL ATRIOVEN,1060.34,883.62,NA,NA,0,90,NA
33665,REPAIR OF INTERMEDIATE OR TRANSITIONAL A,1119.59,932.99,NA,NA,0,90,NA
33670,REPAIR OF COMPLETE ATRIOVENTRICULAR CANA,1205.48,1004.57,NA,NA,0,90,NA
33675,CLOSURE OF MULTIPLE VENTRICULAR SEPTAL D,1231.09,1025.91,NA,NA,0,90,NA
33676,CLOSURE OF MULTIPLE VENTRICULAR SEPTAL D,1269.87,1058.23,NA,NA,0,90,NA
33677,CLOSURE OF MULTIPLE VENTRICULAR SEPTAL D,1319.87,1099.9,NA,NA,0,90,NA
33681,CLOSURE OF SINGLE VENTRICULAR SEPTAL DEF,1095.59,913,NA,NA,0,90,NA
33684,"CLOSURE OF VENTRICULAR SEPTAL DEFECT, WI",1107.23,922.69,NA,NA,0,90,NA
33688,"CLOSURE OF VENTRICULAR SEPTAL DEFECT, WI",1085.66,904.72,NA,NA,0,90,NA
33690,BANDING OF PULMONARY ARTERY,687.83,573.2,NA,NA,0,90,NA
33692,COMPLETE REPAIR TETRALOGY OF FALLOT WITH,1155.62,963.02,NA,NA,0,90,NA
33694,COMPLETE REPAIR TETRALOGY OF FALLOT WITH,1141.52,951.27,NA,NA,0,90,NA
33697,COMPLETE REPAIR TETRALOGY OF FALLOT WITH,1248.36,1040.3,NA,NA,0,90,NA
33702,"REPAIR SINUS OF VALSALVA FISTULA, WITH C",920.05,800,NA,NA,0,90,NA
33710,"REPAIR SINUS OF VALSALVA FISTULA, WITH C",1160,1160,NA,NA,0,90,NA
33720,"REPAIR SINUS OF VALSALVA ANEURYSM, WITH",922.63,800,NA,NA,0,90,NA
33722,CLOSURE OF AORTICO-LEFT VENTRICULAR TUNN,NA,NA,NA,BR,0,90,NA
33724,REPAIR OF ISOLATED PARTIAL ANOMALOUS PUL,907.48,756.24,NA,NA,0,90,NA
33726,REPAIR OF PULMONARY VENOUS STENOSIS,1194.48,995.4,NA,NA,0,90,NA
33730,COMPLETE REPAIR OF ANOMALOUS VENOUS RETU,1180.04,983.37,NA,NA,0,90,NA
33732,REPAIR OF COR TRIATRIATUM OR SUPRAVALVUL,991,825.84,NA,NA,0,90,NA
33735,ATRIAL SEPTECTOMY OR SEPTOSTOMY; CLOSED,739.02,615.85,NA,NA,0,90,NA
33736,ATRIAL SEPTECTOMY OR SEPTOSTOMY; OPEN HE,856.87,714.06,NA,NA,0,90,NA
33737,ATRIAL SEPTECTOMY OR SEPTOSTOMY; OPEN HE,NA,NA,NA,BR,0,90,NA
33750,SHUNT; SUBCLAVIAN TO PULMONARY ARTERY (B,717.98,598.32,NA,NA,0,90,NA
33755,SHUNT; ASCENDING AORTA TO PULMONARY ARTE,NA,NA,NA,BR,0,90,NA
33762,SHUNT; DESCENDING AORTA TO PULMONARY ART,760.51,633.76,NA,NA,0,90,NA
33764,"SHUNT; CENTRAL, WITH PROSTHETIC GRAFT",761.53,634.61,NA,NA,0,90,NA
33766,SHUNT; SUPERIOR VENA CAVA TO PULMONARY A,808.78,673.99,NA,NA,0,90,NA
33767,SHUNT; SUPERIOR VENA CAVA TO PULMONARY A,847.91,706.6,NA,NA,0,90,NA
33768,"ANASTOMOSIS, CAVOPULMONARY, SECOND SUPER",245.24,207,NA,NA,0,0,NA
33770,REPAIR OF TRANSPOSITION OF THE GREAT ART,1252.48,1043.73,NA,NA,0,90,NA
33771,REPAIR OF TRANSPOSITION OF THE GREAT ART,1269.09,1057.58,NA,NA,0,90,NA
33774,REPAIR OF TRANSPOSITION OF THE GREAT ART,1082.32,901.94,NA,NA,0,90,NA
33775,REPAIR OF TRANSPOSITION OF THE GREAT ART,1090.88,909.07,NA,NA,0,90,NA
33776,REPAIR OF TRANSPOSITION OF THE GREAT ART,1139.69,1020,NA,NA,0,90,NA
33777,REPAIR OF TRANSPOSITION OF THE GREAT ART,1130.71,1020,NA,NA,0,90,NA
33778,REPAIR OF TRANSPOSITION OF THE GREAT ART,1400.75,1167.29,NA,NA,0,90,NA
33779,REPAIR OF TRANSPOSITION OF THE GREAT ART,1288.73,1073.95,NA,NA,0,90,NA
33780,REPAIR OF TRANSPOSITION OF THE GREAT ART,1374.08,1145.07,NA,NA,0,90,NA
33781,REPAIR OF TRANSPOSITION OF THE GREAT ART,1315.88,1096.57,NA,NA,0,90,NA
33782,AORTIC ROOT TRANSLOCATION WITH VENTRICUL,1979.54,1649.62,NA,NA,0,90,NA
33783,AORTIC ROOT TRANSLOCATION WITH VENTRICUL,2139.47,1782.89,NA,NA,0,90,NA
33786,"TOTAL REPAIR, TRUNCUS ARTERIOSUS (RASTEL",1359.34,1132.79,NA,NA,0,90,NA
33788,REIMPLANTATION OF AN ANOMALOUS PULMONARY,895.47,746.23,NA,NA,0,90,NA
33800,AORTIC SUSPENSION (AORTOPEXY) FOR TRACHE,590.63,492.2,NA,NA,0,90,NA
33802,DIVISION OF ABERRANT VESSEL (VASCULAR RI,634.55,528.8,NA,NA,0,90,NA
33803,DIVISION OF ABERRANT VESSEL (VASCULAR RI,NA,NA,NA,BR,0,90,NA
33813,OBLITERATION OF AORTOPULMONARY SEPTAL DE,746.55,622.13,NA,NA,0,90,NA
33814,OBLITERATION OF AORTOPULMONARY SEPTAL DE,909.25,757.71,NA,NA,0,90,NA
33820,REPAIR OF PATENT DUCTUS ARTERIOSUS; BY L,580.33,483.61,NA,NA,0,90,NA
33822,REPAIR OF PATENT DUCTUS ARTERIOSUS; BY D,603.19,502.66,NA,NA,0,90,NA
33824,REPAIR OF PATENT DUCTUS ARTERIOSUS; BY D,701.99,584.99,NA,NA,0,90,NA
33840,"EXCISION OF COARCTATION OF AORTA, WITH O",723.07,602.56,NA,NA,0,90,NA
33845,"EXCISION OF COARCTATION OF AORTA, WITH O",792.16,660.13,NA,NA,0,90,NA
33851,"EXCISION OF COARCTATION OF AORTA, WITH O",757.97,631.64,NA,NA,0,90,NA
33852,REPAIR OF HYPOPLASTIC OR INTERRUPTED AOR,865.62,721.35,NA,NA,0,90,NA
33853,REPAIR OF HYPOPLASTIC OR INTERRUPTED AOR,1094.06,911.72,NA,NA,0,90,NA
33858,"ASCENDING AORTA GRAFT, WITH CARDIOPULMON",1791.52,1492.93,NA,NA,0,90,*
33859,"ASCENDING AORTA GRAFT, WITH CARDIOPULMON",1791.52,1492.93,NA,NA,0,90,*
33863,"ASCENDING AORTA GRAFT, WITH CARDIOPULMON",1817.35,1514.46,NA,NA,0,90,NA
33864,"ASCENDING AORTA GRAFT, WITH CARDIOPULMON",1870.54,1558.79,NA,NA,0,90,NA
33866,AORTIC HEMIARCH GRAFT INCLUDING ISOLATION,688.93,574.11,NA,NA,0,0,NA
33871,"TRANSVERSE AROTIC ARCH GRAFT, WITH CARDIO",1558.1,1416.46,NA,NA,0,90,*
33875,"DESCENDING THORACIC AORTA GRAFT, WITH OR",1170.42,975.35,NA,NA,0,90,NA
33877,REPAIR OF THORACOABDOMINAL AORTIC ANEURY,1998.11,1665.09,NA,NA,0,90,NA
33880,ENDOVASCULAR REPAIR OF DESCENDING THORAC,1065.55,887.96,NA,NA,0,90,NA
33881,ENDOVASCULAR REPAIR OF DESCENDING THORAC,920.19,766.83,NA,NA,0,90,NA
33883,PLACEMENT OF PROXIMAL EXTENSION PROSTHES,677.68,564.74,NA,NA,0,90,NA
33884,PLACEMENT OF PROXIMAL EXTENSION PROSTHES,243.97,203.31,NA,NA,0,0,NA
33886,PLACEMENT OF DISTAL EXTENSION PROSTHESIS,586.9,489.09,NA,NA,0,90,NA
33889,OPEN SUBCLAVIAN TO CAROTID ARTERY TRANSP,486.56,405.47,NA,NA,0,0,NA
33891,"BYPASS GRAFT, WITH OTHER THAN VEIN, TRAN",626.66,522.22,NA,NA,0,0,NA
33910,PULMONARY ARTERY EMBOLECTOMY; WITH CARDI,967.31,806.09,NA,NA,0,90,NA
33915,PULMONARY ARTERY EMBOLECTOMY; WITHOUT CA,769.98,641.65,NA,NA,0,90,NA
33916,"PULMONARY ENDARTERECTOMY, WITH OR WITHOU",932.84,777.37,NA,NA,0,90,NA
33917,REPAIR OF PULMONARY ARTERY STENOSIS BY R,869.83,724.86,NA,NA,0,90,NA
33920,REPAIR OF PULMONARY ATRESIA WITH VENTRIC,1049.93,874.94,NA,NA,0,90,NA
33922,TRANSECTION OF PULMONARY ARTERY WITH CAR,821.51,684.6,NA,NA,0,90,NA
33924,LIGATION AND TAKEDOWN OF A SYSTEMIC-TO-P,172.67,143.9,NA,NA,0,0,NA
33925,REPAIR OF PULMONARY ARTERY ARBORIZATION,NA,NA,NA,BR,0,90,NA
33926,REPAIR OF PULMONARY ARTERY ARBORIZATION,1451.49,1209.58,NA,NA,0,90,NA
33927,IMPLANTATION OF A TOTAL REPLACEMENT HEART,1708.92,1424.1,NA,NA,0,0,NA
33928,REMOVAL AND REPLACEMENT OF TOTAL REPLACE,1367.14,1139.28,NA,NA,0,0,NA
33929,REMOVAL OF TOTAL REPLACEMENT HEART SYSTEM,854.46,712.05,NA,NA,0,0,NA
33935,HEART-LUNG TRANSPLANT WITH RECIPIENT CAR,2098.94,2000,NA,NA,0,90,NA
33945,"HEART TRANSPLANT, WITH OR WITHOUT RECIPI",2595.69,2163.08,NA,NA,0,90,NA
33946,"EXTRACORPOREAL MEMBRANE INITIAL, VENOUS",214.21,178.51,NA,NA,0,0,NA
33947,"EXTRACORPOREAL MEMBRANE INITIAL, ARTERIAL",232.26,193.55,NA,NA,0,0,NA
33948,"EXTRACORPOREAL MEMBRANE DAILY, VENOUS",161.19,134.33,NA,NA,0,0,NA
33949,"EXTRACORPOREAL MEMBRANE DAILY, ARTERIAL",157.45,131.21,NA,NA,0,0,NA
33951,INSERTION OF CANNULA PERCUTANEOUS BIRTH-5,252.43,209.02,NA,NA,0,0,NA
33952,INSERTION OF CANNULA PERCUTANEOUS >6,245.74,203.06,NA,NA,0,0,NA
33953,INSERTION OF CANNULA OPEN BIRTH-5,280.64,232.52,NA,NA,0,0,NA
33954,INSERTION OF CANNULA OPEN >6,273.26,225.8,NA,NA,0,0,NA
33955,INSERTION OF CENTRAL CANNULA STER/THORA BIRTH-5,607.7,504.69,NA,NA,0,0,NA
33956,INSERTION OF CENTRAL CANNULA STER/THORA >6,575.18,477.39,NA,NA,0,0,NA
