CPT,Specialty,data_year,num,charged,paid,n
64492,Neurosurgery,2015,953,460157.7,71185.09,99
64492,Neurosurgery,2016,894,472765.04,69283.21,102
64492,Neurosurgery,2017,921,514881.2,75216.53,104
64492,Neurosurgery,2018,1042,585405.14,83710.13,117
64492,Vascular,2012,1,300,137.36,1
64492,Vascular,2013,4,2400,727.36,2
64492,Vascular,2014,17,9300,2420.52,4
64492,Vascular,2015,18,10800,3132.2000000000003,2
64493,IR,2010,1424,990277.66,168515.99,313
64493,IR,2011,1140,538142.27,126599.79,202
64493,IR,2012,1254,671596.41,154811.66,228
64493,IR,2013,1357,711495.14,159300.02,249
64493,IR,2014,1747,854279.92,186327.3,233
64493,IR,2015,1746,921373.32,207701.57,241
64493,IR,2016,2171,1273636.31,269014.3,300
64493,IR,2017,2263,1563158.81,303174.13,318
64493,IR,2018,2311,1340322.58,331560.47,290
64493,Neurology,2010,12170,6997837.2,1903634.01,635
64493,Neurology,2011,10542,6365478.5,1794144.37,453
64493,Neurology,2012,10896,6875557.38,1887468.04,434
64493,Neurology,2013,10864,6951995.26,1895443.09,411
64493,Neurology,2014,10081,6367986,1821979.81,355
64493,Neurology,2015,10340,6519529.9,1772232.75,367
64493,Neurology,2016,10371,6811453.79,1794554.86,394
64493,Neurology,2017,10128,7037550.81,1781291.45,400
64493,Neurology,2018,9520,6637710.86,1779904.45,378
64493,Neurosurgery,2010,6592,3663271.3,740765.7100000001,662
64493,Neurosurgery,2011,5883,3731089.2,693596.28,488
64493,Neurosurgery,2012,5844,4093163.05,724831.08,497
64493,Neurosurgery,2013,5086,3896381.62,666358.6,455
64493,Neurosurgery,2014,4994,4426212.36,624704.38,435
64493,Neurosurgery,2015,4859,4956431.48,600627.85,410
64493,Neurosurgery,2016,4908,4766407.14,614271.63,392
64493,Neurosurgery,2017,4877,4904983.66,599822.27,395
64493,Neurosurgery,2018,5012,5392320.66,607524.0599999999,406
64493,Vascular,2010,5,1335,317.08,4
64493,Vascular,2011,15,10516,2751.0499999999997,5
64493,Vascular,2012,48,33280,7788.1,6
64493,Vascular,2013,13,10010,2582.39,4
64493,Vascular,2014,121,96750,27048.37,8
64493,Vascular,2015,209,187200,50321.950000000004,5
64493,Vascular,2018,1,418,0,1
64494,IR,2010,784,334845.68,55135.05,169
64494,IR,2011,614,172268.19,43436.77,102
64494,IR,2012,769,248219.88,57310.840000000004,133
64494,IR,2013,891,273681.66,59956.08,153
64494,IR,2014,1253,354992.77999999997,75754.78,149
64494,IR,2015,1295,391120.97,83953.16,139
64494,IR,2016,1595,575230.66,113844.56,187
64494,IR,2017,1670,690784.91,128387.84,191
64494,IR,2018,1698,592031.8,132503.21,178
64494,Neurology,2010,11638,4338155.44,1010307.66,471
64494,Neurology,2011,9912,3802413.85,925317.25,327
64494,Neurology,2012,10160,4011814.25,928245.91,332
64494,Neurology,2013,9991,3959613.97,937324.77,326
64494,Neurology,2014,9442,3836455.4,904903.8200000001,294
64494,Neurology,2015,9503,3876838.14,889614.15,306
64494,Neurology,2016,9732,4039198.4499999997,902101.72,326
64494,Neurology,2017,9496,4036129.0100000002,879076.62,333
64494,Neurology,2018,8736,3671298.73,852349.04,306
64494,Neurosurgery,2010,5423,1891973.69,408850.74,414
64494,Neurosurgery,2011,4591,1981930.77,335779.71,336
64494,Neurosurgery,2012,4778,2227857.52,347241.27999999997,343
64494,Neurosurgery,2013,4198,1966279.53,301279.61,320
64494,Neurosurgery,2014,4178,2405713.26,299504.26,292
64494,Neurosurgery,2015,3952,2883267.32,282701.03,274
64494,Neurosurgery,2016,3862,2607771.65,283932.58,260
64494,Neurosurgery,2017,3685,2577615.62,278567.93,280
64494,Neurosurgery,2018,3933,2833011.04,289601.27,278
64494,Vascular,2010,1,156,52.31,1
64494,Vascular,2011,11,7200,1206.56,2
64494,Vascular,2012,24,12202,2494.2,3
64494,Vascular,2013,10,6000,1662.2,1
64494,Vascular,2014,97,57200,15114.279999999999,5
64494,Vascular,2015,206,123000,33564.159999999996,4
64494,Vascular,2018,1,234,0,1
64495,IR,2010,403,141336.34,28682.829999999998,88
64495,IR,2011,353,83602.28,25999.56,59
64495,IR,2012,380,109150.53,27945.93,77
64495,IR,2013,351,109757.04,21799.03,82
64495,IR,2014,595,160842.45,32652.079999999998,83
64495,IR,2015,602,195305.64,38178.84,76
64495,IR,2016,819,320576.41,61878.38,98
64495,IR,2017,881,344037.05,66624.53,116
64495,IR,2018,940,344312.5,73318.22,96
64495,Neurology,2010,6729,2570423.96,539555.35,366
64495,Neurology,2011,5292,2129301.85,458606.58,242
64495,Neurology,2012,5777,2453245.3,481431.13,253
64495,Neurology,2013,5828,2425309.54,479880.51,246
64495,Neurology,2014,5920,2350160.24,545232.1,246
64495,Neurology,2015,5876,2310983.67,537717.3099999999,235
64495,Neurology,2016,5674,2334193.51,528692.22,257
64495,Neurology,2017,5601,2322128.54,494372.5,258
64495,Neurology,2018,4776,2024643.44,437273.06,246
64495,Neurosurgery,2010,3762,1234252.47,300908.95,278
64495,Neurosurgery,2011,3094,1272019.01,226453.02,235
64495,Neurosurgery,2012,3332,1566613,240963.25,218
64495,Neurosurgery,2013,2919,1382593.72,209282.17,220
64495,Neurosurgery,2014,2895,1501683.14,200957.72,198
64495,Neurosurgery,2015,2713,1928237.11,196082.55,188
64495,Neurosurgery,2016,2675,1596726,196075.05,170
64495,Neurosurgery,2017,2538,1533075.82,194972.09,185
64495,Neurosurgery,2018,4356,1711568.23,218693.87,197
64495,Vascular,2010,2,318,106.7,2
64495,Vascular,2011,11,7200,1224.8,2
64495,Vascular,2012,21,12600,2470.92,2
64495,Vascular,2013,9,5400,1501.38,1
64495,Vascular,2014,91,54500,14514.68,3
64495,Vascular,2015,205,122400,33530.24,4
64495,Vascular,2018,1,119,0,1
64505,IR,2013,13,3852,1666.92,5
64505,IR,2014,45,18662,2202.31,12
64505,IR,2015,367,129977.5,33098.76,31
64505,IR,2016,299,120047.23,22694.24,35
64505,IR,2017,605,230507.36,20365.56,57
64505,IR,2018,404,213846.81,31287.07,30
64505,Neurology,2010,39,10648.24,2968.28,23
64505,Neurology,2011,65,14696.67,4705.89,29
64505,Neurology,2012,67,15049.21,4705.74,33
64505,Neurology,2013,186,47016.68,17069.21,42
64505,Neurology,2014,661,196651.58,53729.68,136
64505,Neurology,2015,2090,689370.31,196339.75,187
64505,Neurology,2016,3727,1345015.01,379781.13,304
64505,Neurology,2017,5581,2061638.3800000001,572745.42,408
64505,Neurology,2018,6371,2483544.65,724780.69,397
64505,Neurosurgery,2010,4,1115,218.21,4
64505,Neurosurgery,2011,10,7850,480.57,6
64505,Neurosurgery,2012,3,433.02,135.78,3
64505,Neurosurgery,2013,14,5486.5,680.8199999999999,7
64505,Neurosurgery,2014,9,2168.5,567.46,6
64505,Neurosurgery,2015,2,630,196.64,2
64505,Neurosurgery,2016,33,4430,4038.34,3
64505,Neurosurgery,2017,23,3488,2351.93,1
64505,Neurosurgery,2018,5,1293,359.5,3
64510,IR,2010,11,8090.28,1275.88,5
64510,IR,2011,6,1525,683.79,3
64510,IR,2012,10,2567.68,1054.48,6
64510,IR,2013,5,1507.99,547.06,5
64510,IR,2014,12,3852.45,989.35,8
64510,IR,2015,7,1822.1,559.63,7
64510,IR,2016,16,5008.85,1044.06,14
64510,IR,2017,11,3339.45,991.38,9
64510,IR,2018,10,3842.97,994.6,7
64510,Neurology,2010,146,59549,12967.81,48
64510,Neurology,2011,157,61582.73,13722.1,36
64510,Neurology,2012,144,49811.03,13289.02,38
64510,Neurology,2013,151,56805.11,13969.72,43
64510,Neurology,2014,131,41605.16,11506.88,34
64510,Neurology,2015,140,51557,12132.01,35
64510,Neurology,2016,79,34665.98,6869.74,29
64510,Neurology,2017,89,31571.52,8523.710000000001,23
64510,Neurology,2018,89,37321.06,6791.02,28
64510,Neurosurgery,2010,6,8790.78,287.41,4
64510,Neurosurgery,2011,6,3233,441.48,6
64510,Neurosurgery,2012,10,3367.89,876.91,5
64510,Neurosurgery,2013,33,13928.44,2618.18,11
64510,Neurosurgery,2014,31,12724,2040.01,15
64510,Neurosurgery,2015,16,6694.66,1106.95,9
64510,Neurosurgery,2016,41,18474.17,1937.21,10
64510,Neurosurgery,2017,19,9054.21,897.74,8
64510,Neurosurgery,2018,7,2787.84,718.29,4
64510,Vascular,2010,4,900,388.91999999999996,4
64510,Vascular,2011,3,611.11,361.78000000000003,3
64510,Vascular,2012,20,6065,1707.94,8
64510,Vascular,2013,24,7050,997.14,5
64510,Vascular,2018,1,925,124.41,1
64517,IR,2010,3,3808.48,272.7,3
64517,IR,2012,3,1182.82,128.41,2
64517,IR,2013,4,1830,472.31,2
64517,IR,2014,5,1992.04,492.62,3
64517,IR,2015,5,2747,439.1,4
64517,IR,2016,8,3300,886.23,4
64517,IR,2017,2,1120,250.5,2
64517,IR,2018,9,4981,642.86,7
64517,Neurology,2010,1,200,109.44,1
64517,Neurology,2011,7,2943.62,1194.8500000000001,5
64517,Neurology,2012,5,4055,901.64,3
64517,Neurology,2013,7,9940,834.12,1
64517,Neurology,2014,4,1865,565.91,3
64517,Neurology,2015,2,1420,242.78,2
64517,Neurology,2016,6,3198,913.71,3
64517,Neurology,2017,12,5217,1398.23,4
64517,Neurology,2018,17,10364.710000000001,2263.51,11
64517,Neurosurgery,2014,2,1584,248,2
64517,Neurosurgery,2015,1,792,125.62,1
64520,IR,2010,29,13098.32,1657.5,20
64520,IR,2011,34,13376.75,2580.43,11
64520,IR,2012,24,13110,3045.96,12
64520,IR,2013,40,16122.3,2969.2,22
64520,IR,2014,54,27484.7,3301.37,23
64520,IR,2015,38,15912.87,3130.96,12
64520,IR,2016,99,48973.06,9292.039999999999,37
64520,IR,2017,106,48970.75,9019.94,39
64520,IR,2018,46,24939.58,6043.49,29
64520,Neurology,2010,545,222034.28,65188.65,89
64520,Neurology,2011,464,181203.6,58762.33,71
64520,Neurology,2012,566,224097.06,75886.89,71
64520,Neurology,2013,662,348823.15,101957.41,90
64520,Neurology,2014,479,300690.27,95914.86,58
64520,Neurology,2015,390,256362.66,80951.76,41
64520,Neurology,2016,695,462871.14,155356.61000000002,59
64520,Neurology,2017,388,242888.48,79505.08,57
64520,Neurology,2018,164,83215.7,24016.02,48
64520,Neurosurgery,2010,18,12645.92,2427.1,7
64520,Neurosurgery,2011,20,8368.1,1927.88,13
64520,Neurosurgery,2012,45,18679.86,4307.36,23
64520,Neurosurgery,2013,35,17451.75,4462.12,11
64520,Neurosurgery,2014,14,16859.11,1755.54,10
64520,Neurosurgery,2015,12,22837.88,693.05,4
64520,Neurosurgery,2016,11,19712.23,594.49,7
64520,Neurosurgery,2017,10,7370.5,1752.67,8
64520,Neurosurgery,2018,10,7702.26,841.3199999999999,8
64520,Vascular,2011,1,300,83.41,1
64520,Vascular,2012,2,600,85.09,2
64520,Vascular,2015,2,1664,165.05,2
64520,Vascular,2016,2,328,125.39,1
64530,IR,2010,35,30702.04,2963.37,24
64530,IR,2011,24,17289,1354.6599999999999,18
64530,IR,2012,37,18836.72,3130.0099999999998,30
64530,IR,2013,44,26647.44,3706.4900000000002,26
64530,IR,2014,39,18997.25,3555.07,31
64530,IR,2015,59,23623.9,4496.37,44
64530,IR,2016,87,36629.03,6040.67,51
64530,IR,2017,83,45542.54,6325.79,53
64530,IR,2018,125,58501.31,10401.08,71
64530,Neurology,2010,2,950,267.14,2
64530,Neurology,2011,7,5807,536.87,7
64530,Neurology,2012,8,8710,1010.61,4
64530,Neurology,2013,10,11252,1028.23,5
64530,Neurology,2014,4,6456,365.3,2
64530,Neurology,2015,9,5912,1276.22,5
64530,Neurology,2016,9,3248,1206.64,7
64530,Neurology,2017,9,3610.13,1131.31,5
64530,Neurology,2018,8,5238.43,1078.01,7
64530,Neurosurgery,2011,1,550,0,1
64530,Neurosurgery,2012,3,1845.3,191.79000000000002,3
64550,IR,2015,1,63,15.36,1
64550,IR,2017,17,914.77,255.68,3
64550,IR,2018,39,2098.59,460.62,2
64550,Neurology,2010,379,29847.25,4832.43,43
64550,Neurology,2011,198,9734.37,2794.36,34
64550,Neurology,2012,378,18579.26,5310.21,40
64550,Neurology,2013,147,7436.55,2054.96,24
64550,Neurology,2014,100,5488.2,1252.03,20
64550,Neurology,2015,232,9578.4,1325.4099999999999,16
64550,Neurology,2016,53,6452.41,551.96,17
64550,Neurology,2017,173,7616.46,1708.03,21
64550,Neurology,2018,75,16458.82,894.02,22
64550,Neurosurgery,2010,140,8343.8,1798.44,23
64550,Neurosurgery,2011,168,8084,2424.21,13
64550,Neurosurgery,2012,68,4393,951.64,21
64550,Neurosurgery,2013,69,5714.96,719.89,14
64550,Neurosurgery,2014,31,5078,381.35,8
64550,Neurosurgery,2015,14,5110,207.31,4
64550,Neurosurgery,2016,17,2848.31,197.86,9
64550,Neurosurgery,2017,7,780,77.22,4
64550,Neurosurgery,2018,1,51,17.09,1
64553,IR,2013,8,3200,0,2
64553,Neurology,2010,2,575,207.07,2
64553,Neurology,2011,9,1300,954.29,3
64553,Neurology,2012,3,23410,433.52,3
64553,Neurology,2013,2,22591,186.7,2
64553,Neurology,2014,3,2559.48,0,3
64553,Neurology,2015,3,1540,766.02,1
64553,Neurology,2016,2,730,386.34,1
64553,Neurology,2017,140,60056,25329.480000000003,3
64553,Neurology,2018,1,1640,387.12,1
64553,Neurosurgery,2010,12,7829.12,1120.91,12
64553,Neurosurgery,2011,47,95424.59,3431.2,37
64553,Neurosurgery,2012,56,38636.24,2911.1,31
64553,Neurosurgery,2013,45,38545.77,3390.02,33
64553,Neurosurgery,2014,49,25387.05,4514.68,28
64553,Neurosurgery,2015,40,54160.34,2053.7799999999997,30
64553,Neurosurgery,2016,49,69468.06,1019.62,25
64553,Neurosurgery,2017,29,19126.8,1899.33,22
64553,Neurosurgery,2018,51,351857.21,10726.8,35
64553,Vascular,2011,1,1200,76.35,1
64553,Vascular,2012,1,233,0,1
64553,Vascular,2014,1,1071,0,1
64553,Vascular,2018,3,17028,4172.4,1
64555,IR,2010,1,350,141.54,1
64555,IR,2013,11,6600,728.5699999999999,3
64555,IR,2014,7,8478.18,787.3000000000001,4
64555,IR,2015,2,1700,0,2
64555,Neurology,2010,9,3804.5,1217.59,6
64555,Neurology,2011,10,48957.95,1316.34,9
64555,Neurology,2012,4,25500,631.5799999999999,3
64555,Neurology,2013,99,437397.79,11621.56,23
64555,Neurology,2014,479,366117.72,76760.94,31
64555,Neurology,2015,113,60683.12,13873.550000000001,15
64555,Neurology,2016,578,257149.59,85412.8,16
64555,Neurology,2017,320,155347.08,38383.74,12
64555,Neurology,2018,135,114980.1,27806.04,20
64555,Neurosurgery,2010,455,373473.86,46378.75,184
64555,Neurosurgery,2011,417,400397.56,41777.93,150
64555,Neurosurgery,2012,447,403130.42,44121.88,158
64555,Neurosurgery,2013,545,430624.27,54810.17,142
64555,Neurosurgery,2014,692,429869.87,62435.65,159
64555,Neurosurgery,2015,463,455851.42,38882.62,137
64555,Neurosurgery,2016,433,452919.13,36433.23,119
64555,Neurosurgery,2017,446,504654.29,43850.83,121
64555,Neurosurgery,2018,260,268093.61,55211.7,99
64555,Vascular,2014,94,58777.36,13509.95,4
64555,Vascular,2015,526,332195.58,100369.64,4
64555,Vascular,2016,153,96967.63,3183.4,8
64555,Vascular,2018,18,31500,20999.7,1
64561,Neurology,2010,16,32000,9024.6,5
64561,Neurology,2011,48,86200,31510.51,7
64561,Neurology,2012,34,68000,20079.68,4
64561,Neurology,2013,24,48000,13922.28,4
64561,Neurology,2014,2,4000,1151.28,2
64561,Neurology,2015,2,3320,1170.57,1
64561,Neurosurgery,2010,2,20400,1528.34,2
64561,Neurosurgery,2011,1,4375,932.25,1
64561,Neurosurgery,2012,2,5475,783.14,2
64561,Neurosurgery,2013,7,15754.84,380.95,4
64561,Neurosurgery,2014,5,12863.099999999999,0,2
64561,Neurosurgery,2016,1,804.62,0,1
64561,Neurosurgery,2017,2,2226.62,0,2
64561,Neurosurgery,2018,1,1242.16,0,1
64561,Vascular,2012,1,2739.57,600.86,1
64565,Neurology,2010,74,20365,9985.99,5
64565,Neurology,2011,73,20805,12490.56,1
64565,Neurology,2012,84,22295,13907.84,1
64565,Neurology,2013,100,26520,15276.18,1
64565,Neurology,2014,141,44470,23091.15,5
64565,Neurology,2015,104,29705,18915.62,4
64565,Neurology,2016,81,33190,15249.69,8
64565,Neurology,2017,56,14780,10913.68,4
64565,Neurosurgery,2010,85,17322.15,4153.98,3
64565,Neurosurgery,2011,24,5559.17,1304.25,4
64565,Neurosurgery,2012,23,5514.22,2070.75,2
64565,Neurosurgery,2013,6,1489.1599999999999,1016.85,2
64565,Neurosurgery,2014,18,4725.7,1392.49,4
64565,Neurosurgery,2015,66,25108,2519.17,5
64565,Neurosurgery,2016,104,38896,4310.03,2
64565,Neurosurgery,2017,17,6621.53,2102.61,3
64566,Neurology,2011,676,215957.5,85662.84999999999,8
64566,Neurology,2012,331,100497.5,43045.33,8
64566,Neurology,2013,272,79271,33705.41,9
64566,Neurology,2014,177,53864.5,21123.6,6
64566,Neurology,2015,596,70448.3,16862.84,8
64566,Neurology,2016,185,45585.77,22674.8,6
64566,Neurology,2017,651,183025.9,88667.41,9
64566,Neurology,2018,466,134700.09,61147.69,11
64566,Neurosurgery,2014,2,6132,0,2
64566,Vascular,2017,9,2475,1202.22,1
64568,IR,2012,1,1781.25,611.26,1
64568,IR,2016,2,2736,629.12,1
64568,IR,2017,10,13680,3163.55,1
64568,IR,2018,1,1368,620.21,1
64568,Neurology,2011,10,8702,3891.55,5
64568,Neurology,2012,3,5325,1200.69,3
64568,Neurology,2013,12,23355,6932.09,12
64568,Neurology,2014,10,18051,5584.53,6
64568,Neurology,2015,4,8620,2691.5,3
64568,Neurology,2016,8,14921.3,3931.82,3
64568,Neurology,2017,5,12823,626.34,2
64568,Neurology,2018,8,14915,3113.1,6
64568,Neurosurgery,2011,539,1354729.93,274809.03,193
64568,Neurosurgery,2012,548,1414696.23,275466.11,191
64568,Neurosurgery,2013,641,1655943.93,312343.83,216
64568,Neurosurgery,2014,547,1408578.98,284168.28,176
64568,Neurosurgery,2015,599,1497154.64,267834.91,177
64568,Neurosurgery,2016,679,1992955.07,238457.5,182
64568,Neurosurgery,2017,586,1380675.26,213576.63,186
64568,Neurosurgery,2018,580,1547775.14,251440.31,190
64568,Vascular,2011,43,57767.62,26387.09,18
64568,Vascular,2012,43,58441.68,18307.91,21
64568,Vascular,2013,56,82744.1,27067.8,24
64568,Vascular,2014,80,120215.2,40400.69,25
64568,Vascular,2015,81,123119.47,48977.44,28
64568,Vascular,2016,78,121908.48,33547.6,23
64568,Vascular,2017,60,90287.86,27031.05,26
64568,Vascular,2018,86,145049.22,37564.53,26
64569,IR,2014,1,1995,752.44,1
64569,IR,2017,4,6520,760.94,1
64569,Neurology,2011,5,7003,1739.27,4
64569,Neurology,2012,1,1400,754.03,1
64569,Neurology,2013,1,2645,0,1
64569,Neurology,2014,3,4200,2631.99,1
64569,Neurology,2017,20,36767.56,1421.82,2
64569,Neurosurgery,2011,102,232266.61,45503.17,63
64569,Neurosurgery,2012,128,317347.28,66439.89,81
64569,Neurosurgery,2013,166,368563.47,80121.12,108
64569,Neurosurgery,2014,143,419340.16,79047.26,90
64569,Neurosurgery,2015,129,380673.1,67920.34,81
64569,Neurosurgery,2016,169,443737.83,56405.75,81
64569,Neurosurgery,2017,191,697508.08,70998.31,103
64569,Neurosurgery,2018,210,733021.16,67859.77,98
64569,Vascular,2011,4,5683.26,2411.7,3
64569,Vascular,2012,8,12180,4551.7,7
64569,Vascular,2013,10,14858.52,5946.03,4
64569,Vascular,2014,9,16219,6152.53,7
64569,Vascular,2015,8,15073,5422.58,4
64569,Vascular,2016,29,55955.76,17425,14
64569,Vascular,2017,28,53555,11847.5,14
64569,Vascular,2018,19,34914.7,11424.18,10
64570,IR,2014,1,1755,502.95,1
64570,IR,2015,1,1755,657.81,1
64570,IR,2016,2,2708,623.73,1
64570,Neurology,2011,4,5727,1527.81,4
64570,Neurology,2012,2,3601,1074.22,2
64570,Neurology,2013,2,5841,1473.35,2
64570,Neurology,2018,1,1604,711.56,1
64570,Neurosurgery,2011,98,190386.45,33541.08,70
64570,Neurosurgery,2012,79,163178.25,33915.28,69
64570,Neurosurgery,2013,93,219118.84,47138.69,76
64570,Neurosurgery,2014,114,297701.02,49218.91,75
64570,Neurosurgery,2015,104,256587.97,44534.15,69
64570,Neurosurgery,2016,131,335457.8,24612.82,78
64570,Neurosurgery,2017,158,395680.87,31790.02,89
64570,Neurosurgery,2018,142,362740.72,42460.29,84
64570,Vascular,2011,10,13082,3563.1000000000004,9
64570,Vascular,2012,4,5628,1559.9099999999999,4
64570,Vascular,2013,10,12503,3039.7799999999997,7
64570,Vascular,2014,8,12952.89,3134.88,5
64570,Vascular,2015,9,13794,3077.9300000000003,7
64570,Vascular,2016,18,28945.89,6017.41,13
64570,Vascular,2017,16,33163,3042.15,10
64570,Vascular,2018,4,9051,886.94,3
64573,Neurology,2010,13,20406,532.11,6
64573,Neurosurgery,2010,672,1335770.34,131290.24,331
64573,Vascular,2010,56,64588.77,14321.15,34
64575,Neurology,2013,13,16272,2520.41,6
64575,Neurology,2014,29,40908,3480.86,11
64575,Neurology,2015,2,2000,465.12,2
64575,Neurology,2016,8,4000,696.32,5
64575,Neurology,2017,28,26000,1700.88,8
64575,Neurology,2018,9,17395,645.72,4
64575,Neurosurgery,2010,374,558383.27,58945.049999999996,173
64575,Neurosurgery,2011,447,700082.97,78756.95,180
64575,Neurosurgery,2012,304,454057.36,55082.45,136
64575,Neurosurgery,2013,480,644239.49,86085.75,195
64575,Neurosurgery,2014,357,494654.94,62785.3,129
64575,Neurosurgery,2015,265,348608.86,52193.8,116
64575,Neurosurgery,2016,246,278492.08,40993.34,91
64575,Neurosurgery,2017,235,264642.53,50405.41,102
64575,Neurosurgery,2018,197,223048.97,45388.93,90
64575,Vascular,2011,3,6357,874.5,1
64575,Vascular,2013,2,1172,322.82,1
64585,IR,2010,1,605,151.94,1
64585,IR,2014,7,12793.69,270.63,3
64585,IR,2015,3,2449.5,130.64,2
64585,IR,2018,1,300,70.73,1
64585,Neurology,2010,4,8254.9,352.22,4
64585,Neurology,2011,2,5400,282.12,2
64585,Neurology,2012,1,2700,133.33,1
64585,Neurology,2013,6,9000,0,1
64585,Neurology,2014,5,6828,397.71000000000004,3
64585,Neurology,2017,73,39420,12231.39,1
64585,Neurology,2018,108,58609.14,10548.09,3
64585,Neurosurgery,2010,239,297119.38,22244.21,183
64585,Neurosurgery,2011,217,329072.51,19590.52,143
64585,Neurosurgery,2012,213,269360.86,19165.4,140
64585,Neurosurgery,2013,224,296800.87,20484.4,152
64585,Neurosurgery,2014,208,268800.37,17267.57,138
64585,Neurosurgery,2015,210,172845.78,17973.33,117
64585,Neurosurgery,2016,183,156200.38,17094.05,116
64585,Neurosurgery,2017,186,213638.3,19142.54,120
64585,Neurosurgery,2018,177,151351.81,15843.3,128
64585,Vascular,2010,8,5369,778.0699999999999,7
64585,Vascular,2011,2,1142,228.15,2
64585,Vascular,2012,3,2142,377.7,3
64585,Vascular,2015,3,1484,214.44,2
64585,Vascular,2017,1,300,110.78,1
64585,Vascular,2018,3,3756,610.7,1
64590,Neurology,2010,4,5329.95,623.96,4
64590,Neurology,2013,3,780,156.08,2
64590,Neurology,2014,4,1900,167.96,4
64590,Neurology,2016,1,1163,153.19,1
64590,Neurology,2018,1,466,55.52,1
64590,Neurosurgery,2010,277,276957.42,30347.34,148
64590,Neurosurgery,2011,256,273379.19,25192.83,140
64590,Neurosurgery,2012,215,262524.87,21225.71,121
64590,Neurosurgery,2013,248,468816.77,22917.48,136
64590,Neurosurgery,2014,225,349760.41,22721.55,130
64590,Neurosurgery,2015,192,299743.51,17047.44,112
64590,Neurosurgery,2016,200,195456.12,21542.48,117
64590,Neurosurgery,2017,198,298180.35,21057.71,101
64590,Neurosurgery,2018,190,172937.99,14378.43,106
64590,Vascular,2012,2,918.44,234.72,2
64590,Vascular,2013,2,4000,75.63,2
64590,Vascular,2015,1,2000,78.93,1
64590,Vascular,2017,1,756,81.25,1
64595,Neurology,2013,1,629,127.6,1
64595,Neurology,2014,1,824,70.43,1
64595,Neurology,2015,1,970,65.78,1
64595,Neurosurgery,2010,114,106667.41,7969.7300000000005,86
64595,Neurosurgery,2011,123,134652.89,9504.25,89
64595,Neurosurgery,2012,87,91021.21,6183.94,67
64595,Neurosurgery,2013,118,122351.56,8274.68,92
64595,Neurosurgery,2014,99,107898.56,7137.5,83
64595,Neurosurgery,2015,116,106062.49,6886.34,89
64595,Neurosurgery,2016,95,72199.53,6114.38,77
64595,Neurosurgery,2017,106,93231.85,7114.5,86
64595,Neurosurgery,2018,103,81749.77,6008.91,79
64595,Vascular,2012,2,1421,197.18,2
64595,Vascular,2013,1,253,63.36,1
64600,IR,2013,4,9420,625.89,1
64600,IR,2014,6,13820,1381.6499999999999,3
64600,IR,2015,4,5248,849.8,3
64600,IR,2016,11,9320,1637.95,6
64600,IR,2017,6,7872,1268.34,3
64600,IR,2018,2,2716,427.94,1
64600,Neurology,2010,112,61949,21645.8,36
64600,Neurology,2011,154,99287,36711.02,26
64600,Neurology,2012,222,144273.79,57607.81,30
64600,Neurology,2013,159,69748,41103.56,24
64600,Neurology,2014,178,90686.83,51107.69,21
64600,Neurology,2015,167,80693.35,55227.43,15
64600,Neurology,2016,257,132874.32,65058.6,27
64600,Neurology,2017,197,112208,60812.75,37
64600,Neurology,2018,189,114182.12,60791.14,29
64600,Neurosurgery,2010,44,67469.14,9087.67,31
64600,Neurosurgery,2011,55,53093.76,13615.96,31
64600,Neurosurgery,2012,46,38610.1,9653.64,28
64600,Neurosurgery,2013,37,36507.69,7511.53,24
64600,Neurosurgery,2014,38,35449.35,8450.619999999999,28
64600,Neurosurgery,2015,38,39379.39,8003.55,24
64600,Neurosurgery,2016,34,36646.27,5018.76,23
64600,Neurosurgery,2017,27,29053.59,6256.59,15
64600,Neurosurgery,2018,22,24510.77,4840.47,15
64600,Vascular,2018,1,1294,0,1
64605,Neurology,2010,8,10640,4385.63,4
64605,Neurology,2011,2,2390,1362.1799999999998,2
64605,Neurology,2012,1,1100,621.6,1
64605,Neurology,2013,6,8701,2416.23,5
64605,Neurology,2014,9,7156,1391.4299999999998,5
64605,Neurology,2015,14,12614,3230.55,2
64605,Neurology,2016,4,4851,1180.52,3
64605,Neurology,2017,50,71924,17070.5,16
64605,Neurology,2018,42,53218.03,15851.66,10
64605,Neurosurgery,2010,18,26574.61,5646.81,13
64605,Neurosurgery,2011,11,17200.37,3812.61,10
64605,Neurosurgery,2012,20,29060.62,5909.34,13
64605,Neurosurgery,2013,23,36536.93,7208.4000000000005,15
64605,Neurosurgery,2014,10,15230.22,3563.94,9
64605,Neurosurgery,2015,16,15842.67,5506.93,12
64605,Neurosurgery,2016,12,16864.46,4608.64,9
64605,Neurosurgery,2017,15,26562,4994.31,8
64605,Neurosurgery,2018,33,53665.21,10176.77,20
64610,IR,2010,1,2875,456.93,1
64610,IR,2011,2,4873.2,1082.86,1
64610,IR,2015,2,3526,1000.96,1
64610,IR,2016,5,10145,2540.2400000000002,2
64610,Neurology,2010,29,39148.3,13886.69,9
64610,Neurology,2011,34,52252,14770.81,12
64610,Neurology,2012,44,83559,20360.06,18
64610,Neurology,2013,38,78838,18247.88,14
64610,Neurology,2014,30,58005.04,15908.15,12
64610,Neurology,2015,23,35200.47,11390.7,14
64610,Neurology,2016,3,4028,1393.92,3
64610,Neurology,2017,5,8474,2949.7000000000003,5
64610,Neurology,2018,12,19918.94,7513.89,9
64610,Neurosurgery,2010,341,602208.35,141860.31,164
